,name,dataset,version,country,x,y,fld_prop,nonfld_prop,null_prop,window_a,window_b,mask,split
35,BF0899439,mappingafrica,v1.3.0,BF,-2.7585,9.82250000000001,0.1051498724489796,0.8948501275510204,0.0,,mappingafrica-s2-256/window_b/BF0899439_S2_2018-12.tif,mappingafrica-256/labels/BF0899439_900035_2018-12.tif,test
36,BF0904977,mappingafrica,v1.3.0,BF,-2.7635,9.5375,0.2673389668367347,0.7326610331632653,0.0,,mappingafrica-s2-256/window_b/BF0904977_S2_2018-12.tif,mappingafrica-256/labels/BF0904977_900036_2018-12.tif,train
37,BF0905038,mappingafrica,v1.3.0,BF,-2.7585,9.5275,0.0216039540816326,0.9783960459183674,0.0,,mappingafrica-s2-256/window_b/BF0905038_S2_2018-12.tif,mappingafrica-256/labels/BF0905038_900037_2018-12.tif,train
38,BF0905165,mappingafrica,v1.3.0,BF,-2.7785,9.5075,0.32421875,0.67578125,0.0,,mappingafrica-s2-256/window_b/BF0905165_S2_2018-12.tif,mappingafrica-256/labels/BF0905165_900038_2018-12.tif,train
39,BF0905235,mappingafrica,v1.3.0,BF,-2.7685,9.4975,0.1411830357142857,0.8588169642857143,0.0,,mappingafrica-s2-256/window_b/BF0905235_S2_2018-12.tif,mappingafrica-256/labels/BF0905235_900039_2018-12.tif,train
40,CD0960997,mappingafrica,v1.3.0,CD,18.4515,2.71250000000001,0.2755899234693877,0.7244100765306123,0.0,,mappingafrica-s2-256/window_b/CD0960997_S2_2019-01.tif,mappingafrica-256/labels/CD0960997_900040_2019-01.tif,train
41,CD1043043,mappingafrica,v1.3.0,CD,18.3315,2.54750000000001,0.1074418048469387,0.8925581951530613,0.0,,mappingafrica-s2-256/window_b/CD1043043_S2_2019-01.tif,mappingafrica-256/labels/CD1043043_900041_2019-01.tif,test
42,CD1045538,mappingafrica,v1.3.0,CD,18.3165,2.5425,0.1590800382653061,0.8409199617346939,0.0,,mappingafrica-s2-256/window_b/CD1045538_S2_2019-01.tif,mappingafrica-256/labels/CD1045538_900042_2019-01.tif,train
43,CD1095589,mappingafrica,v1.3.0,CD,18.2565,2.4425,0.1056481186224489,0.8943518813775511,0.0,,mappingafrica-s2-256/window_b/CD1095589_S2_2019-01.tif,mappingafrica-256/labels/CD1095589_900043_2019-01.tif,train
44,CD1098090,mappingafrica,v1.3.0,CD,18.2315,2.43750000000001,0.0068359375,0.9931640625,0.0,,mappingafrica-s2-256/window_b/CD1098090_S2_2019-01.tif,mappingafrica-256/labels/CD1098090_900044_2019-01.tif,train
45,CD1098095,mappingafrica,v1.3.0,CD,18.2565,2.43750000000001,0.111148756377551,0.8888512436224489,0.0,,mappingafrica-s2-256/window_b/CD1098095_S2_2019-01.tif,mappingafrica-256/labels/CD1098095_900045_2019-01.tif,validate
46,CD1113207,mappingafrica,v1.3.0,CD,18.2365,2.40750000000001,0.1317562181122449,0.8682437818877551,0.0,,mappingafrica-s2-256/window_b/CD1113207_S2_2019-01.tif,mappingafrica-256/labels/CD1113207_900046_2019-01.tif,train
47,CD2492703,mappingafrica,v1.3.0,CD,17.7515,-0.367499999999993,0.0189333545918367,0.9810666454081634,0.0,,mappingafrica-s2-256/window_b/CD2492703_S2_2019-01.tif,mappingafrica-256/labels/CD2492703_900047_2019-01.tif,test
48,CD4725589,mappingafrica,v1.3.0,CD,13.7215,-4.6675,0.0513193558673469,0.9486806441326532,0.0,,mappingafrica-s2-256/window_b/CD4725589_S2_2022-02.tif,mappingafrica-256/labels/CD4725589_900048_2022-03.tif,train
49,CD4725594,mappingafrica,v1.3.0,CD,13.7465,-4.6675,0.1485770089285714,0.8514229910714286,0.0,,mappingafrica-s2-256/window_b/CD4725594_S2_2022-02.tif,mappingafrica-256/labels/CD4725594_900049_2022-03.tif,train
50,CG0000065,mappingafrica,v1.3.0,CG,17.4815,3.6825,0.020328443877551,0.979671556122449,0.0,,mappingafrica-s2-256/window_b/CG0000065_S2_2022-09.tif,mappingafrica-256/labels/CG0000065_900050_2022-09.tif,test
51,CG0000203,mappingafrica,v1.3.0,CG,17.5365,3.6625,0.0061583227040816,0.9938416772959184,0.0,,mappingafrica-s2-256/window_b/CG0000203_S2_2022-09.tif,mappingafrica-256/labels/CG0000203_900051_2022-09.tif,train
52,CG0000266,mappingafrica,v1.3.0,CG,17.4415,3.6525,0.0702527104591836,0.9297472895408164,0.0,,mappingafrica-s2-256/window_b/CG0000266_S2_2022-09.tif,mappingafrica-256/labels/CG0000266_900052_2022-09.tif,train
53,CG0000317,mappingafrica,v1.3.0,CG,17.4465,3.6475,0.0722058354591836,0.9277941645408164,0.0,,mappingafrica-s2-256/window_b/CG0000317_S2_2022-09.tif,mappingafrica-256/labels/CG0000317_900053_2022-09.tif,train
54,CG0000454,mappingafrica,v1.3.0,CG,17.4815,3.6375,0.0473333864795918,0.9526666135204082,0.0,,mappingafrica-s2-256/window_b/CG0000454_S2_2022-09.tif,mappingafrica-256/labels/CG0000454_900054_2022-09.tif,train
55,CG0000548,mappingafrica,v1.3.0,CG,17.4865,3.63250000000001,0.0454001913265306,0.9545998086734694,0.0,,mappingafrica-s2-256/window_b/CG0000548_S2_2022-09.tif,mappingafrica-256/labels/CG0000548_900055_2022-09.tif,test
56,CG0000811,mappingafrica,v1.3.0,CG,17.7215,3.6225,0.0179169323979591,0.9820830676020408,0.0,,mappingafrica-s2-256/window_b/CG0000811_S2_2022-09.tif,mappingafrica-256/labels/CG0000811_900056_2022-09.tif,train
57,CG0001438,mappingafrica,v1.3.0,CG,17.4265,3.5975,0.0567402742346938,0.943259725765306,0.0,,mappingafrica-s2-256/window_b/CG0001438_S2_2022-08.tif,mappingafrica-256/labels/CG0001438_900057_2022-09.tif,train
58,CG0001600,mappingafrica,v1.3.0,CG,17.4165,3.5925,0.083446269132653,0.916553730867347,0.0,,mappingafrica-s2-256/window_b/CG0001600_S2_2022-08.tif,mappingafrica-256/labels/CG0001600_900058_2022-09.tif,train
59,CG0001617,mappingafrica,v1.3.0,CG,17.5015,3.5925,0.0549266581632653,0.9450733418367347,0.0,,mappingafrica-s2-256/window_b/CG0001617_S2_2022-08.tif,mappingafrica-256/labels/CG0001617_900059_2022-09.tif,validate
60,CG0001621,mappingafrica,v1.3.0,CG,17.5215,3.5925,0.0,1.0,0.0,,mappingafrica-s2-256/window_b/CG0001621_S2_2022-08.tif,mappingafrica-256/labels/CG0001621_900060_2022-09.tif,train
61,CG0001687,mappingafrica,v1.3.0,CG,17.9365,3.5925,0.0066167091836734,0.9933832908163266,0.0,,mappingafrica-s2-256/window_b/CG0001687_S2_2022-08.tif,mappingafrica-256/labels/CG0001687_900061_2022-09.tif,train
62,CG0001772,mappingafrica,v1.3.0,CG,17.4115,3.58750000000001,0.0185546875,0.9814453125,0.0,,mappingafrica-s2-256/window_b/CG0001772_S2_2022-08.tif,mappingafrica-256/labels/CG0001772_900062_2022-09.tif,train
63,CG0001956,mappingafrica,v1.3.0,CG,17.4265,3.5825,0.0127949617346938,0.987205038265306,0.0,,mappingafrica-s2-256/window_b/CG0001956_S2_2022-08.tif,mappingafrica-256/labels/CG0001956_900063_2022-09.tif,train
64,CG0002008,mappingafrica,v1.3.0,CG,17.6865,3.5825,0.0248923788265306,0.9751076211734694,0.0,,mappingafrica-s2-256/window_b/CG0002008_S2_2022-08.tif,mappingafrica-256/labels/CG0002008_900064_2022-09.tif,validate
65,CG0002042,mappingafrica,v1.3.0,CG,17.9265,3.5825,0.0132533482142857,0.9867466517857144,0.0,,mappingafrica-s2-256/window_b/CG0002042_S2_2022-08.tif,mappingafrica-256/labels/CG0002042_900065_2022-09.tif,train
66,CG0002194,mappingafrica,v1.3.0,CG,17.6665,3.57750000000001,0.036571269132653,0.963428730867347,0.0,,mappingafrica-s2-256/window_b/CG0002194_S2_2022-08.tif,mappingafrica-256/labels/CG0002194_900066_2022-09.tif,validate
67,CG0002375,mappingafrica,v1.3.0,CG,17.5165,3.57250000000001,0.027164381377551,0.972835618622449,0.0,,mappingafrica-s2-256/window_b/CG0002375_S2_2022-08.tif,mappingafrica-256/labels/CG0002375_900067_2022-09.tif,train
68,CG0002377,mappingafrica,v1.3.0,CG,17.5265,3.57250000000001,0.0192920918367346,0.9807079081632654,0.0,,mappingafrica-s2-256/window_b/CG0002377_S2_2022-08.tif,mappingafrica-256/labels/CG0002377_900068_2022-09.tif,train
69,CG0002754,mappingafrica,v1.3.0,CG,18.4615,3.5675,0.0,1.0,0.0,,mappingafrica-s2-256/window_b/CG0002754_S2_2022-08.tif,mappingafrica-256/labels/CG0002754_900069_2022-09.tif,train
70,CG0002957,mappingafrica,v1.3.0,CG,18.0965,3.56250000000001,0.0,1.0,0.0,,mappingafrica-s2-256/window_b/CG0002957_S2_2022-08.tif,mappingafrica-256/labels/CG0002957_900070_2022-09.tif,validate
71,CG0002961,mappingafrica,v1.3.0,CG,18.1165,3.56250000000001,0.0,1.0,0.0,,mappingafrica-s2-256/window_b/CG0002961_S2_2022-08.tif,mappingafrica-256/labels/CG0002961_900071_2022-09.tif,validate
72,CG0003467,mappingafrica,v1.3.0,CG,17.7315,3.5525,0.0152463329081632,0.9847536670918368,0.0,,mappingafrica-s2-256/window_b/CG0003467_S2_2022-08.tif,mappingafrica-256/labels/CG0003467_900072_2022-09.tif,train
73,CG0003757,mappingafrica,v1.3.0,CG,17.5865,3.54750000000001,0.0147480867346938,0.985251913265306,0.0,,mappingafrica-s2-256/window_b/CG0003757_S2_2022-08.tif,mappingafrica-256/labels/CG0003757_900073_2022-09.tif,validate
74,CG0003876,mappingafrica,v1.3.0,CG,18.2965,3.54750000000001,0.0,1.0,0.0,,mappingafrica-s2-256/window_b/CG0003876_S2_2022-08.tif,mappingafrica-256/labels/CG0003876_900074_2022-09.tif,train
75,CG0003973,mappingafrica,v1.3.0,CG,16.9415,3.5425,0.0196707589285714,0.9803292410714286,0.0,,mappingafrica-s2-256/window_b/CG0003973_S2_2022-08.tif,mappingafrica-256/labels/CG0003973_900075_2022-09.tif,validate
76,CG0004179,mappingafrica,v1.3.0,CG,18.0315,3.5425,0.0,1.0,0.0,,mappingafrica-s2-256/window_b/CG0004179_S2_2022-08.tif,mappingafrica-256/labels/CG0004179_900076_2022-09.tif,train
77,CG0004380,mappingafrica,v1.3.0,CG,17.3065,3.5375,0.0437460140306122,0.9562539859693878,0.0,,mappingafrica-s2-256/window_b/CG0004380_S2_2022-08.tif,mappingafrica-256/labels/CG0004380_900077_2022-09.tif,train
78,CG0004503,mappingafrica,v1.3.0,CG,17.9265,3.5375,0.0018335459183673,0.9981664540816328,0.0,,mappingafrica-s2-256/window_b/CG0004503_S2_2022-08.tif,mappingafrica-256/labels/CG0004503_900078_2022-09.tif,test
79,CG0005451,mappingafrica,v1.3.0,CG,17.3215,3.5225,0.0330835459183673,0.9669164540816328,0.0,,mappingafrica-s2-256/window_b/CG0005451_S2_2022-08.tif,mappingafrica-256/labels/CG0005451_900079_2022-09.tif,train
80,CG0005542,mappingafrica,v1.3.0,CG,17.7765,3.5225,0.0027303890306122,0.9972696109693878,0.0,,mappingafrica-s2-256/window_b/CG0005542_S2_2022-08.tif,mappingafrica-256/labels/CG0005542_900080_2022-09.tif,validate
81,CG0005816,mappingafrica,v1.3.0,CG,17.2915,3.51750000000001,0.0423309948979591,0.9576690051020408,0.0,,mappingafrica-s2-256/window_b/CG0005816_S2_2022-08.tif,mappingafrica-256/labels/CG0005816_900081_2022-09.tif,train
82,CG0007972,mappingafrica,v1.3.0,CG,18.5865,3.49250000000001,0.0047433035714285,0.9952566964285716,0.0,,mappingafrica-s2-256/window_b/CG0007972_S2_2022-08.tif,mappingafrica-256/labels/CG0007972_900082_2022-09.tif,train
83,CG0008896,mappingafrica,v1.3.0,CG,17.2415,3.47750000000001,0.01171875,0.98828125,0.0,,mappingafrica-s2-256/window_b/CG0008896_S2_2022-08.tif,mappingafrica-256/labels/CG0008896_900083_2022-09.tif,validate
84,CG0009565,mappingafrica,v1.3.0,CG,18.5815,3.4725,0.0502032844387755,0.9497967155612244,0.0,,mappingafrica-s2-256/window_b/CG0009565_S2_2022-08.tif,mappingafrica-256/labels/CG0009565_900084_2022-09.tif,train
85,CG0009619,mappingafrica,v1.3.0,CG,16.8065,3.4675,0.1940967793367347,0.8059032206632653,0.0,,mappingafrica-s2-256/window_b/CG0009619_S2_2022-08.tif,mappingafrica-256/labels/CG0009619_900085_2022-09.tif,train
86,CG0009977,mappingafrica,v1.3.0,CG,18.5965,3.4675,0.0551060267857142,0.9448939732142858,0.0,,mappingafrica-s2-256/window_b/CG0009977_S2_2022-08.tif,mappingafrica-256/labels/CG0009977_900086_2022-09.tif,test
87,CG0010031,mappingafrica,v1.3.0,CG,16.8215,3.46250000000001,0.0433075573979591,0.9566924426020408,0.0,,mappingafrica-s2-256/window_b/CG0010031_S2_2022-08.tif,mappingafrica-256/labels/CG0010031_900087_2022-09.tif,train
88,CG0010234,mappingafrica,v1.3.0,CG,17.8365,3.46250000000001,0.0023716517857142,0.9976283482142858,0.0,,mappingafrica-s2-256/window_b/CG0010234_S2_2022-08.tif,mappingafrica-256/labels/CG0010234_900088_2022-09.tif,train
89,CG0010243,mappingafrica,v1.3.0,CG,17.8815,3.46250000000001,0.0122967155612244,0.9877032844387756,0.0,,mappingafrica-s2-256/window_b/CG0010243_S2_2022-08.tif,mappingafrica-256/labels/CG0010243_900089_2022-09.tif,validate
90,CG0010373,mappingafrica,v1.3.0,CG,18.5315,3.46250000000001,0.0109813456632653,0.9890186543367347,0.0,,mappingafrica-s2-256/window_b/CG0010373_S2_2022-08.tif,mappingafrica-256/labels/CG0010373_900090_2022-09.tif,train
91,CG0010641,mappingafrica,v1.3.0,CG,17.8265,3.4575,0.0085897640306122,0.9914102359693878,0.0,,mappingafrica-s2-256/window_b/CG0010641_S2_2022-08.tif,mappingafrica-256/labels/CG0010641_900091_2022-09.tif,test
92,CG0010875,mappingafrica,v1.3.0,CG,16.9515,3.45250000000001,0.0061583227040816,0.9938416772959184,0.0,,mappingafrica-s2-256/window_b/CG0010875_S2_2022-08.tif,mappingafrica-256/labels/CG0010875_900092_2022-09.tif,train
93,CG0011051,mappingafrica,v1.3.0,CG,17.8315,3.45250000000001,0.0083107461734693,0.9916892538265308,0.0,,mappingafrica-s2-256/window_b/CG0011051_S2_2022-08.tif,mappingafrica-256/labels/CG0011051_900093_2022-09.tif,train
94,CG0011287,mappingafrica,v1.3.0,CG,16.9615,3.44750000000001,0.0040058992346938,0.995994100765306,0.0,,mappingafrica-s2-256/window_b/CG0011287_S2_2022-08.tif,mappingafrica-256/labels/CG0011287_900094_2022-09.tif,train
95,CG0011561,mappingafrica,v1.3.0,CG,18.3315,3.44750000000001,0.0619419642857142,0.9380580357142858,0.0,,mappingafrica-s2-256/window_b/CG0011561_S2_2022-08.tif,mappingafrica-256/labels/CG0011561_900095_2022-09.tif,train
96,CG0012107,mappingafrica,v1.3.0,CG,16.9515,3.43750000000001,0.0208266900510204,0.9791733099489796,0.0,,mappingafrica-s2-256/window_b/CG0012107_S2_2022-08.tif,mappingafrica-256/labels/CG0012107_900096_2022-09.tif,validate
97,CG0012109,mappingafrica,v1.3.0,CG,16.9615,3.43750000000001,0.0119579081632653,0.9880420918367347,0.0,,mappingafrica-s2-256/window_b/CG0012109_S2_2022-08.tif,mappingafrica-256/labels/CG0012109_900097_2022-09.tif,validate
98,CG0012182,mappingafrica,v1.3.0,CG,17.3265,3.43750000000001,0.0414939413265306,0.9585060586734694,0.0,,mappingafrica-s2-256/window_b/CG0012182_S2_2022-08.tif,mappingafrica-256/labels/CG0012182_900098_2022-09.tif,validate
99,CG0012791,mappingafrica,v1.3.0,CG,18.3165,3.4325,0.0160833864795918,0.9839166135204082,0.0,,mappingafrica-s2-256/window_b/CG0012791_S2_2022-08.tif,mappingafrica-256/labels/CG0012791_900099_2022-09.tif,validate
100,CG0013668,mappingafrica,v1.3.0,CG,18.5865,3.42250000000001,0.0268654336734693,0.9731345663265308,0.0,,mappingafrica-s2-256/window_b/CG0013668_S2_2022-08.tif,mappingafrica-256/labels/CG0013668_900100_2022-09.tif,train
101,CG0013675,mappingafrica,v1.3.0,CG,18.6215,3.42250000000001,0.0411949936224489,0.9588050063775512,0.0,,mappingafrica-s2-256/window_b/CG0013675_S2_2022-08.tif,mappingafrica-256/labels/CG0013675_900101_2022-09.tif,train
102,CG0014082,mappingafrica,v1.3.0,CG,18.5965,3.4175,0.0083904655612244,0.9916095344387756,0.0,,mappingafrica-s2-256/window_b/CG0014082_S2_2022-08.tif,mappingafrica-256/labels/CG0014082_900102_2022-09.tif,test
103,CG0014649,mappingafrica,v1.3.0,CG,17.3215,3.40750000000001,0.0121970663265306,0.9878029336734694,0.0,,mappingafrica-s2-256/window_b/CG0014649_S2_2022-08.tif,mappingafrica-256/labels/CG0014649_900103_2022-09.tif,train
104,CG0014651,mappingafrica,v1.3.0,CG,17.3315,3.40750000000001,0.0129942602040816,0.9870057397959184,0.0,,mappingafrica-s2-256/window_b/CG0014651_S2_2022-08.tif,mappingafrica-256/labels/CG0014651_900104_2022-09.tif,train
105,CG0014653,mappingafrica,v1.3.0,CG,17.3415,3.40750000000001,0.0142498405612244,0.9857501594387756,0.0,,mappingafrica-s2-256/window_b/CG0014653_S2_2022-08.tif,mappingafrica-256/labels/CG0014653_900105_2022-09.tif,validate
106,CG0015474,mappingafrica,v1.3.0,CG,17.3415,3.3975,0.02734375,0.97265625,0.0,,mappingafrica-s2-256/window_b/CG0015474_S2_2022-08.tif,mappingafrica-256/labels/CG0015474_900106_2022-09.tif,train
107,CG0016259,mappingafrica,v1.3.0,CG,17.1665,3.3875,0.0175980548469387,0.9824019451530612,0.0,,mappingafrica-s2-256/window_b/CG0016259_S2_2022-08.tif,mappingafrica-256/labels/CG0016259_900107_2022-09.tif,train
108,CG0016663,mappingafrica,v1.3.0,CG,17.1365,3.38250000000001,0.0484893176020408,0.9515106823979592,0.0,,mappingafrica-s2-256/window_b/CG0016663_S2_2022-08.tif,mappingafrica-256/labels/CG0016663_900108_2022-09.tif,train
109,CG0017783,mappingafrica,v1.3.0,CG,18.6315,3.3725,0.0,1.0,0.0,,mappingafrica-s2-256/window_b/CG0017783_S2_2022-08.tif,mappingafrica-256/labels/CG0017783_900109_2022-09.tif,train
110,CG0017907,mappingafrica,v1.3.0,CG,17.1965,3.36750000000001,0.0265266262755102,0.9734733737244898,0.0,,mappingafrica-s2-256/window_b/CG0017907_S2_2022-08.tif,mappingafrica-256/labels/CG0017907_900110_2022-09.tif,validate
111,CG0018313,mappingafrica,v1.3.0,CG,17.1665,3.3625,0.0292171556122449,0.9707828443877552,0.0,,mappingafrica-s2-256/window_b/CG0018313_S2_2022-08.tif,mappingafrica-256/labels/CG0018313_900111_2022-09.tif,train
112,CG0018870,mappingafrica,v1.3.0,CG,17.8865,3.3575,0.0081513073979591,0.9918486926020408,0.0,,mappingafrica-s2-256/window_b/CG0018870_S2_2022-08.tif,mappingafrica-256/labels/CG0018870_900112_2022-09.tif,train
